,fips,03/01/20_M_idx,03/01/20_M_m50,03/01/20_M_samples,03/02/20_M_idx,03/02/20_M_m50,03/02/20_M_samples,03/03/20_M_idx,03/03/20_M_m50,03/03/20_M_samples,03/04/20_M_idx,03/04/20_M_m50,03/04/20_M_samples,03/05/20_M_idx,03/05/20_M_m50,03/05/20_M_samples,03/06/20_M_idx,03/06/20_M_m50,03/06/20_M_samples,03/07/20_M_idx,03/07/20_M_m50,03/07/20_M_samples,03/08/20_M_idx,03/08/20_M_m50,03/08/20_M_samples,03/09/20_M_idx,03/09/20_M_m50,03/09/20_M_samples,03/10/20_M_idx,03/10/20_M_m50,03/10/20_M_samples,03/11/20_M_idx,03/11/20_M_m50,03/11/20_M_samples,03/12/20_M_idx,03/12/20_M_m50,03/12/20_M_samples,03/13/20_M_idx,03/13/20_M_m50,03/13/20_M_samples,03/14/20_M_idx,03/14/20_M_m50,03/14/20_M_samples,03/15/20_M_idx,03/15/20_M_m50,03/15/20_M_samples,03/16/20_M_idx,03/16/20_M_m50,03/16/20_M_samples,03/17/20_M_idx,03/17/20_M_m50,03/17/20_M_samples,03/18/20_M_idx,03/18/20_M_m50,03/18/20_M_samples,03/19/20_M_idx,03/19/20_M_m50,03/19/20_M_samples,03/20/20_M_idx,03/20/20_M_m50,03/20/20_M_samples,03/21/20_M_idx,03/21/20_M_m50,03/21/20_M_samples,03/22/20_M_idx,03/22/20_M_m50,03/22/20_M_samples,03/23/20_M_idx,03/23/20_M_m50,03/23/20_M_samples,03/24/20_M_idx,03/24/20_M_m50,03/24/20_M_samples,03/25/20_M_idx,03/25/20_M_m50,03/25/20_M_samples,03/26/20_M_idx,03/26/20_M_m50,03/26/20_M_samples,03/27/20_M_idx,03/27/20_M_m50,03/27/20_M_samples,03/28/20_M_idx,03/28/20_M_m50,03/28/20_M_samples,03/29/20_M_idx,03/29/20_M_m50,03/29/20_M_samples,03/30/20_M_idx,03/30/20_M_m50,03/30/20_M_samples,03/31/20_M_idx,03/31/20_M_m50,03/31/20_M_samples,04/01/20_M_idx,04/01/20_M_m50,04/01/20_M_samples,04/02/20_M_idx,04/02/20_M_m50,04/02/20_M_samples,04/03/20_M_idx,04/03/20_M_m50,04/03/20_M_samples,04/04/20_M_idx,04/04/20_M_m50,04/04/20_M_samples,04/05/20_M_idx,04/05/20_M_m50,04/05/20_M_samples
38,42.0,62.0,3.9560000000000004,193778.0,99.0,6.267,202216.0,97.0,6.153,208036.0,99.0,6.312,215711.0,106.0,6.705,205016.0,113.0,7.181,201564.0,89.0,5.676,199874.0,65.0,4.114,199687.0,98.0,6.2,208611.0,98.0,6.245,206274.0,102.0,6.462000000000001,204090.0,101.0,6.404,202831.0,97.0,6.127000000000001,196719.0,58.0,3.6910000000000003,189144.0,31.0,1.994,186970.0,63.0,3.9939999999999998,189312.0,38.0,2.445,197459.0,31.0,2.008,192672.0,31.0,1.9780000000000002,191888.0,37.0,2.364,177001.0,2.0,0.136,153331.0,0.0,0.063,172507.0,0.0,0.061,186931.0,3.0,0.226,193262.0,1.0,0.09,186090.0,8.0,0.519,192157.0,12.0,0.784,192892.0,0.0,0.034,190038.0,0.0,0.038,198304.0,1.0,0.078,198013.0,1.0,0.071,196682.0,2.0,0.14300000000000002,197172.0,3.0,0.24600000000000002,192205.0,6.0,0.414,190655.0,0.0,0.062,185311.0,0.0,0.044000000000000004,191832.0
39,44.0,69.0,4.217,14458.0,99.0,6.068,14770.0,96.0,5.912000000000001,15270.0,100.0,6.101,15881.0,105.0,6.438,15135.0,114.0,6.992000000000001,14750.0,87.0,5.343999999999999,14733.0,63.0,3.88,14654.0,96.0,5.864,15189.0,96.0,5.912000000000001,14907.0,96.0,5.915,14895.0,99.0,6.077999999999999,14825.0,93.0,5.7010000000000005,14145.0,59.0,3.6069999999999998,13717.0,33.0,2.061,13519.0,58.0,3.592,13640.0,35.0,2.18,14139.0,38.0,2.323,13853.0,28.0,1.714,13795.0,46.0,2.852,12727.0,13.0,0.804,11336.0,2.0,0.16,12366.0,7.0,0.45799999999999996,13518.0,12.0,0.7340000000000001,13878.0,8.0,0.521,13253.0,15.0,0.97,13726.0,24.0,1.4869999999999999,13898.0,5.0,0.314,13467.0,0.0,0.033,13941.0,1.0,0.068,14040.0,5.0,0.361,14014.0,3.0,0.222,14330.0,5.0,0.34600000000000003,13957.0,2.0,0.166,13664.0,3.0,0.22699999999999998,13823.0,0.0,0.045,14060.0
40,45.0,77.0,7.401,113437.0,103.0,9.876,119813.0,99.0,9.487,121973.0,100.0,9.559,125629.0,99.0,9.531,120937.0,119.0,11.404000000000002,118801.0,101.0,9.738,119246.0,77.0,7.388,117182.0,101.0,9.698,122252.0,104.0,9.974,120980.0,105.0,10.117,120739.0,109.0,10.464,119468.0,113.0,10.886,117416.0,88.0,8.427,113411.0,62.0,6.017,111742.0,87.0,8.384,112414.0,78.0,7.487,116372.0,68.0,6.545,113403.0,73.0,7.044,112442.0,80.0,7.66,106525.0,49.0,4.694,94784.0,20.0,1.915,102066.0,49.0,4.695,110004.0,44.0,4.229,112587.0,54.0,5.19,110282.0,53.0,5.072,111738.0,60.0,5.747999999999999,111383.0,39.0,3.8110000000000004,109567.0,20.0,1.993,113939.0,45.0,4.386,112846.0,41.0,3.964,112916.0,44.0,4.288,112348.0,46.0,4.4030000000000005,111854.0,52.0,5.047,111349.0,32.0,3.073,107248.0,13.0,1.253,109559.0
41,46.0,70.0,3.622,13088.0,100.0,5.104,13689.0,101.0,5.187,14039.0,95.0,4.888999999999999,14642.0,99.0,5.06,14006.0,128.0,6.579,13706.0,111.0,5.716,13780.0,74.0,3.7769999999999997,13497.0,99.0,5.056,13981.0,102.0,5.236000000000001,13819.0,104.0,5.3420000000000005,13732.0,102.0,5.255,13787.0,106.0,5.428,13450.0,47.0,2.441,12864.0,36.0,1.8719999999999999,12746.0,77.0,3.943,13019.0,76.0,3.925,13495.0,71.0,3.67,13334.0,57.0,2.952,13245.0,69.0,3.56,12480.0,37.0,1.915,10975.0,18.0,0.943,12283.0,59.0,3.057,13252.0,57.0,2.938,13900.0,48.0,2.4730000000000003,13281.0,49.0,2.512,13694.0,57.0,2.948,13638.0,13.0,0.696,13651.0,15.0,0.8029999999999999,14359.0,47.0,2.414,14152.0,49.0,2.502,14222.0,48.0,2.4619999999999997,14429.0,22.0,1.125,13786.0,41.0,2.1,13523.0,19.0,1.0190000000000001,13334.0,9.0,0.46299999999999997,13669.0
42,47.0,77.0,7.93,149775.0,96.0,9.882,155287.0,92.0,9.427999999999999,158096.0,100.0,10.232999999999999,160141.0,105.0,10.769,155569.0,114.0,11.743,153310.0,98.0,10.103,155290.0,79.0,8.184,153627.0,98.0,10.077,157065.0,96.0,9.923,156081.0,99.0,10.231,155892.0,99.0,10.225,154529.0,104.0,10.702,150809.0,74.0,7.632000000000001,146106.0,54.0,5.539,141527.0,81.0,8.322000000000001,141440.0,71.0,7.281000000000001,145504.0,65.0,6.672000000000001,142290.0,69.0,7.108,140702.0,67.0,6.925,131779.0,40.0,4.135,114885.0,20.0,2.137,131420.0,42.0,4.4,141585.0,32.0,3.346,144894.0,44.0,4.558,140521.0,48.0,5.003,143831.0,53.0,5.4670000000000005,143617.0,33.0,3.465,143493.0,20.0,2.1430000000000002,149052.0,38.0,3.9730000000000003,146371.0,28.0,2.967,145668.0,37.0,3.8310000000000004,145456.0,41.0,4.223,144614.0,41.0,4.227,142823.0,23.0,2.3930000000000002,138728.0,10.0,1.113,141550.0
43,48.0,72.0,6.619,633045.0,100.0,9.071,666618.0,99.0,9.062000000000001,677068.0,94.0,8.571,693767.0,108.0,9.828,665192.0,120.0,10.972000000000001,656467.0,102.0,9.312000000000001,649898.0,72.0,6.61,636251.0,96.0,8.791,653822.0,102.0,9.338,648120.0,104.0,9.484,647044.0,105.0,9.59,639062.0,100.0,9.095,628561.0,69.0,6.313,616714.0,46.0,4.209,604079.0,75.0,6.809,617656.0,64.0,5.888999999999999,637696.0,56.0,5.1579999999999995,625339.0,55.0,5.065,612748.0,59.0,5.386,566954.0,27.0,2.46,490871.0,12.0,1.133,560189.0,40.0,3.697,612352.0,37.0,3.425,624525.0,28.0,2.6039999999999996,602010.0,27.0,2.519,614886.0,32.0,2.9189999999999996,611293.0,13.0,1.195,603336.0,5.0,0.526,619493.0,17.0,1.589,625524.0,25.0,2.286,622766.0,26.0,2.398,618890.0,24.0,2.213,615063.0,26.0,2.449,606749.0,5.0,0.45799999999999996,585905.0,1.0,0.16,597909.0
44,49.0,23.0,1.686,47459.0,97.0,6.882000000000001,49710.0,99.0,7.03,50828.0,100.0,7.068,52248.0,105.0,7.444,50456.0,114.0,8.079,49374.0,86.0,6.102,49988.0,34.0,2.415,49802.0,95.0,6.736000000000001,51867.0,97.0,6.89,51350.0,100.0,7.132000000000001,50980.0,102.0,7.276,50649.0,97.0,6.926,49122.0,60.0,4.31,47931.0,22.0,1.585,46685.0,78.0,5.542999999999999,47658.0,66.0,4.731,48855.0,35.0,2.498,52269.0,43.0,3.0469999999999997,52411.0,47.0,3.346,49618.0,21.0,1.501,46137.0,1.0,0.083,49908.0,36.0,2.545,54762.0,32.0,2.3080000000000003,56807.0,29.0,2.114,54337.0,28.0,2.0340000000000003,56617.0,32.0,2.3169999999999997,55136.0,6.0,0.426,53926.0,0.0,0.037000000000000005,53438.0,19.0,1.369,54677.0,23.0,1.6880000000000002,55508.0,20.0,1.4769999999999999,56411.0,20.0,1.44,54494.0,28.0,2.005,53452.0,8.0,0.595,51700.0,0.0,0.036000000000000004,52219.0
45,50.0,82.0,4.861000000000001,6739.0,99.0,5.852,6348.0,90.0,5.316,6554.0,100.0,5.903,6919.0,103.0,6.108,6601.0,125.0,7.406000000000001,6620.0,85.0,5.046,7133.0,86.0,5.129,7173.0,104.0,6.18,6765.0,104.0,6.143,6607.0,111.0,6.572,6472.0,108.0,6.404,6540.0,107.0,6.364,6402.0,59.0,3.489,6435.0,45.0,2.699,6473.0,79.0,4.685,6107.0,51.0,3.05,6293.0,36.0,2.131,6061.0,32.0,1.905,6037.0,41.0,2.475,5580.0,3.0,0.195,4961.0,1.0,0.08199999999999999,5516.0,8.0,0.489,5925.0,3.0,0.201,6032.0,14.0,0.862,5878.0,1.0,0.11699999999999999,6037.0,5.0,0.336,6196.0,0.0,0.059000000000000004,6091.0,0.0,0.031,6309.0,0.0,0.05,6311.0,2.0,0.172,6278.0,3.0,0.20199999999999999,6376.0,1.0,0.062,6165.0,2.0,0.133,6202.0,1.0,0.098,6076.0,0.0,0.040999999999999995,6127.0
46,51.0,65.0,5.242999999999999,146018.0,100.0,8.025,152900.0,98.0,7.92,156512.0,99.0,8.005,162311.0,105.0,8.475,155120.0,112.0,9.011000000000001,152652.0,86.0,6.935,151956.0,65.0,5.242000000000001,150147.0,97.0,7.834,156682.0,100.0,8.042,155392.0,102.0,8.249,154046.0,101.0,8.18,153192.0,96.0,7.782,149274.0,60.0,4.859,143767.0,31.0,2.517,141160.0,67.0,5.38,143425.0,54.0,4.371,149767.0,43.0,3.5069999999999997,145516.0,47.0,3.8169999999999997,145599.0,55.0,4.479,135784.0,16.0,1.3019999999999998,118262.0,6.0,0.48700000000000004,131602.0,20.0,1.607,142787.0,25.0,2.049,146868.0,14.0,1.141,141269.0,25.0,2.013,145610.0,30.0,2.435,145671.0,8.0,0.718,142229.0,4.0,0.335,147770.0,18.0,1.483,147772.0,6.0,0.54,146917.0,8.0,0.6559999999999999,147186.0,15.0,1.266,145079.0,22.0,1.81,143590.0,5.0,0.47200000000000003,138818.0,1.0,0.092,143427.0
47,53.0,55.0,3.423,108891.0,97.0,6.026,113705.0,98.0,6.075,116129.0,100.0,6.1579999999999995,118971.0,101.0,6.229,113720.0,102.0,6.29,111360.0,71.0,4.401,111670.0,47.0,2.908,112753.0,85.0,5.2860000000000005,115763.0,89.0,5.502000000000001,114448.0,89.0,5.4879999999999995,115830.0,87.0,5.414,111698.0,85.0,5.269,110257.0,40.0,2.502,106257.0,24.0,1.536,104991.0,62.0,3.827,106551.0,45.0,2.793,110569.0,44.0,2.7310000000000003,107199.0,35.0,2.1919999999999997,102575.0,49.0,3.0610000000000004,100108.0,5.0,0.359,89758.0,1.0,0.067,99432.0,17.0,1.051,105725.0,6.0,0.37799999999999995,108947.0,5.0,0.322,104625.0,0.0,0.055,107316.0,1.0,0.069,107024.0,0.0,0.036000000000000004,105807.0,0.0,0.032,109025.0,0.0,0.045,110376.0,1.0,0.063,110485.0,1.0,0.09699999999999999,109126.0,1.0,0.113,107614.0,4.0,0.306,106171.0,0.0,0.054000000000000006,104224.0,0.0,0.036000000000000004,109055.0
48,54.0,72.0,5.619,30111.0,98.0,7.584,31716.0,98.0,7.614,32519.0,100.0,7.723,33585.0,103.0,8.024,32293.0,109.0,8.453,31867.0,90.0,7.001,31217.0,72.0,5.606,30844.0,98.0,7.577999999999999,32055.0,95.0,7.374,31989.0,100.0,7.763999999999999,31625.0,102.0,7.935,31354.0,109.0,8.42,30636.0,69.0,5.348,29548.0,46.0,3.573,28835.0,80.0,6.2170000000000005,29187.0,71.0,5.494,30520.0,64.0,4.957,29599.0,63.0,4.934,29442.0,65.0,5.0760000000000005,27640.0,22.0,1.746,23298.0,7.0,0.57,26497.0,32.0,2.5269999999999997,28760.0,26.0,2.0340000000000003,29896.0,16.0,1.25,28586.0,31.0,2.408,29279.0,27.0,2.116,29667.0,17.0,1.338,29652.0,6.0,0.47700000000000004,30634.0,24.0,1.859,30177.0,17.0,1.33,30167.0,17.0,1.368,30334.0,26.0,2.035,29966.0,35.0,2.761,29881.0,19.0,1.54,29046.0,3.0,0.268,29522.0
49,55.0,62.0,4.138,82668.0,97.0,6.457000000000001,84835.0,99.0,6.627000000000001,86460.0,100.0,6.638,90443.0,104.0,6.914,86410.0,120.0,7.986000000000001,84618.0,90.0,5.985,84560.0,62.0,4.162,84306.0,90.0,6.03,87538.0,98.0,6.568,86663.0,99.0,6.601,85810.0,101.0,6.746,85548.0,110.0,7.343,82357.0,61.0,4.085,78987.0,34.0,2.322,78237.0,76.0,5.088,78896.0,63.0,4.2219999999999995,82557.0,43.0,2.892,80564.0,38.0,2.5540000000000003,80345.0,47.0,3.123,75771.0,5.0,0.33899999999999997,67472.0,0.0,0.052000000000000005,74309.0,29.0,1.974,80087.0,17.0,1.165,83583.0,10.0,0.713,80439.0,8.0,0.593,82436.0,18.0,1.2309999999999999,82785.0,0.0,0.043,83328.0,0.0,0.035,86412.0,8.0,0.574,85788.0,9.0,0.604,85506.0,13.0,0.872,85933.0,19.0,1.2770000000000001,84311.0,22.0,1.474,83540.0,2.0,0.198,81628.0,0.0,0.062,83872.0
50,56.0,53.0,2.16,8488.0,87.0,3.535,8940.0,90.0,3.6439999999999997,9059.0,100.0,4.02,9425.0,105.0,4.231,8973.0,121.0,4.9030000000000005,8865.0,99.0,3.998,8685.0,67.0,2.696,8645.0,101.0,4.09,8985.0,103.0,4.169,9073.0,106.0,4.3,9237.0,110.0,4.422,9053.0,113.0,4.56,8734.0,70.0,2.8339999999999996,8377.0,56.0,2.261,8159.0,90.0,3.64,8259.0,85.0,3.4339999999999997,8510.0,84.0,3.3810000000000002,8428.0,56.0,2.263,8146.0,65.0,2.616,7633.0,47.0,1.916,7305.0,24.0,0.972,7980.0,65.0,2.6189999999999998,8333.0,62.0,2.513,8747.0,61.0,2.4619999999999997,8573.0,59.0,2.381,8891.0,59.0,2.381,8691.0,27.0,1.09,8765.0,20.0,0.81,9185.0,54.0,2.182,8966.0,54.0,2.19,9150.0,54.0,2.187,9186.0,32.0,1.3159999999999998,8838.0,49.0,1.9969999999999999,8624.0,29.0,1.186,8714.0,16.0,0.65,8981.0
